Node ID,openEHR Name,EPS Name,openEHR Description,openEHR Comment,EPS Definition,openEHR Cardinality,openEHR Datatype,openEHR Values,EPS Cardinality,EPS Binding,Concept Map,openEHR Path,EPS Path,MappingNotes
,Outcome,outcome,Outcome of procedure performed.,Coding of the 'Outcome' with a terminology is recommended if available.,For example codes see ProcedureOutcomeCodes(SNOMEDCT) (example to http://hl7.org/fhir/ValueSet/procedure-outcome|4.0.1) An outcome of a procedure - whether it was resolved or otherwise.,0..*,Text,,0..1,,,/items[openEHR-EHR-ACTION.procedure.v1]/description[at0001]/items[at0048]/value,Procedure.outcome,
,Complication,complication,Details about any complication arising from the procedure.,Use this data element to record simple terms or precoordinated complications. For example: Hematuria after a kidney biopsy tissue irritation after insertion of intravenous catheter. If the requirements for recording complication are more complex then use of a specific CLUSTER archetype within the 'Procedure detail' SLOT in this archetype is advised and this data element becomes redundant.,Any complications that occurred during the procedure or in the immediate post-performance period. These are generally tracked separately from the notes which will typically describe the procedure itself rather than any 'post procedure' issues.,0..*,Text,,0..*,For example codes see Condition/Problem/DiagnosisCodes (example to http://hl7.org/fhir/ValueSet/condition-code|4.0.1) Codes describing complications that resulted from a procedure.,,/items[openEHR-EHR-ACTION.procedure.v1]/description[at0001]/items[at0006]/value,Procedure.complication,
,Start datetime,performed[x]:performedDateTime,The date or datetime when the entire procedure or the first component of a multicomponent procedure was first started.,For example: the knife to skin time. Only for use in association with the 'Procedure performed' 'Procedure suspended' 'Procedure aborted' or 'Procedure completed' pathway steps. This may be the same as the RM 'time' attribute for the 'Procedure commenced' pathway step.,Estimated or actual date date-time period or age when the procedure was performed. Allows a period to support complex procedures that span more than one date and also allows for the length of the procedure to be captured.,0..1,DateTime,,0..1,,,/items[openEHR-EHR-ACTION.procedure.v1]/description[at0001]/items[at0073]/value,Procedure.performed[x]:performedDateTime,
,End datetime,performed[x]:performedDateTime,The date or datetime when the entire procedure or the last component of a multicomponent procedure was finished.,Only for use in association with the 'Procedure performed' pathway step and in situations where the procedure is repeated on multiple occasions before being completed or there are multiple components to the whole procedure. This may be the same as the RM time attribute for the 'Procedure completed' pathway step.,Estimated or actual date date-time period or age when the procedure was performed. Allows a period to support complex procedures that span more than one date and also allows for the length of the procedure to be captured.,0..1,DateTime,,0..1,,,/items[openEHR-EHR-ACTION.procedure.v1]/description[at0001]/items[at0060]/value,Procedure.performed[x]:performedDateTime,
,Procedure type,category,The type of procedure.,This pragmatic data element may be used to support organisation within the user interface.,A code that classifies the procedure for searching sorting and display purposes (e.g. Surgical Procedure).,0..1,Text,,0..1,For example codes see ProcedureCategoryCodes(SNOMEDCT) (example to http://hl7.org/fhir/ValueSet/procedure-category|4.0.1) A code that classifies a procedure for searching sorting and display purposes.,,/items[openEHR-EHR-ACTION.procedure.v1]/description[at0001]/items[at0067]/value,Procedure.category,
,Reason,statusReason,Reason that the activity or care pathway step for the identified procedure was carried out.,For example: the reason for the cancellation or suspension of the procedure.,Captures the reason for the current state of the procedure.,0..1,Text,,0..1,For example codes see ProcedureNotPerformedReason(SNOMED-CT) (example to http://hl7.org/fhir/ValueSet/procedure-not-performed-reason|4.0.1) A code that identifies the reason a procedure was not performed.,,/items[openEHR-EHR-ACTION.procedure.v1]/description[at0001]/items[at0014]/value,Procedure.statusReason,
,Comment,note,Additional narrative about the procedure or care pathway step not captured in other fields.,,Any other notes and comments about the procedure.,0..1,Text,,0..*,,,/items[openEHR-EHR-ACTION.procedure.v1]/description[at0001]/items[at0005]/value,Procedure.note,
,FHIR Narrative,,This cluster is intended to support the recording of FHIR narrative ingested that does not have a more natural target within existing archetypes. ,,,0..1,Cluster,,,,,/items[openEHR-EHR-ACTION.procedure.v1]/protocol[at0053]/items[openEHR-EHR-CLUSTER.fhir_narrative.v0],,
,Narrative,text,The narrative carried in the div element in FHIR,,A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data but is required to contain sufficient detail to make it clinically safe for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.,0..1,Parsable text,,0..1,,,/items[openEHR-EHR-ACTION.procedure.v1]/protocol[at0053]/items[openEHR-EHR-CLUSTER.fhir_narrative.v0]/items[at0002]/value,Procedure.text,
,Status,,"The status of the narrative - whether it's entirely generated (from just the defined data or the extensions too) or whether a human authored it and it may contain additional data.

",FHIR Codesystem: generated | extensions | additional | empty,,0..1,Text,,,,,/items[openEHR-EHR-ACTION.procedure.v1]/protocol[at0053]/items[openEHR-EHR-CLUSTER.fhir_narrative.v0]/items[at0001]/value,,
